Name,Team,Pos,YDS,TD,INT,YPA,ATT,YDS.1,AVG,TD.1,REC,YDS.2,AVG.1,TD.2,YDS.3,TD.3,YDS.4,TD.4,Health_Risk,Previous_Points,Age,Dynasty_Age_Factor,Targets,Snap_Pct,Points,Rank,Tier,Overall_Rank
ty johnson,BUF,RB,0.0,0.0,0.0,0.0,43.0,189.0,4.4,1.0,13.0,128.0,9.8,1.0,164.0,0.0,0.0,0.0,1.0,73.7,,1.0,0,0,60.15,52.0,11.0,238
harold fannin,CLE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,295.0,9.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.2,0,0,60.059999999999995,39.0,8.0,239
tyler allgeier,ATL,RB,0.0,0.0,0.0,0.0,120.0,538.0,4.5,4.0,13.0,94.0,7.2,1.0,0.0,0.0,0.0,0.0,1.0,93.2,25.0,1.0,0,0,59.84,53.0,11.0,240
parker washington,JAX,WR,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,24.0,264.0,11.0,2.0,128.0,0.0,72.0,0.0,1.0,0.0,23.0,1.1,0,0,57.90399999999999,111.0,23.0,241
antonio gibson,NE,RB,0.0,0.0,0.0,0.0,35.0,146.0,4.2,1.0,15.0,107.0,7.1,1.0,115.0,0.0,0.0,0.0,1.0,80.4,,1.0,0,0,57.86,54.0,11.0,242
ameer abdullah,FA,RB,0.0,0.0,0.0,0.0,23.0,95.0,4.1,1.0,13.0,92.0,7.1,1.0,144.0,0.0,35.0,0.0,1.0,85.2,,1.0,0,0,57.67999999999999,55.0,11.0,243
mack hollins,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,230.0,12.8,2.0,0.0,0.0,0.0,0.0,1.0,67.8,,1.0,0,0,57.44,112.0,23.0,244
cam skattebo,NYG,RB,0.0,0.0,0.0,0.0,130.0,548.0,4.2,4.0,30.0,215.0,7.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1.1,0,0,57.275000000000006,56.0,12.0,245
michael mayer,LV,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,285.0,9.8,2.0,0.0,0.0,0.0,0.0,1.0,15.6,24.0,1.05,0,0,55.9965,40.0,8.0,246
ray-ray mccloud,ATL,WR,0.0,0.0,0.0,0.0,7.0,36.0,5.1,0.0,25.0,245.0,9.8,2.0,321.0,0.0,0.0,0.0,1.0,0.0,28.0,0.85,0,0,55.69199999999999,113.0,23.0,247
jaleel mclaughlin,DEN,RB,0.0,0.0,0.0,0.0,40.0,165.0,4.1,1.0,19.0,138.0,7.3,1.0,0.0,0.0,0.0,0.0,1.0,73.2,24.0,1.05,0,0,55.576,57.0,12.0,248
elic ayomanor,TEN,WR,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,26.0,310.0,11.9,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,55.544999999999995,114.0,23.0,249
tyler higbee,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,291.0,9.7,2.0,0.0,0.0,0.0,0.0,1.0,18.6,,1.0,0,0,55.349999999999994,41.0,9.0,250
tai felton,MIN,WR,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,25.0,317.0,12.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,55.30349999999999,115.0,23.0,251
dameon pierce,HOU,RB,0.0,0.0,0.0,0.0,55.0,230.0,4.2,2.0,10.0,73.0,7.3,0.0,346.0,0.0,0.0,0.0,1.0,41.5,,1.0,0,0,54.28,58.0,12.0,252
jaylen wright,MIA,RB,0.0,0.0,0.0,0.0,92.0,402.0,4.4,3.0,20.0,147.0,7.4,1.0,50.0,0.0,0.0,0.0,1.0,23.7,22.0,1.15,0,0,54.16499999999999,59.0,12.0,253
christian watson,GB,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,14.0,227.0,16.2,2.0,0.0,0.0,0.0,0.0,1.0,76.3,26.0,0.95,0,0,54.130999999999986,116.0,24.0,254
tory horton,SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,359.0,12.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,53.83,117.0,24.0,255
austin hooper,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,215.0,9.8,1.0,0.0,0.0,0.0,0.0,1.0,63.6,,1.0,0,0,53.73,42.0,9.0,256
gardner minshew,KC,QB,228.0,2.0,1.0,6.7,4.0,13.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.3,,1.0,0,0,53.092499999999994,39.0,8.0,257
braelon allen,NYJ,RB,0.0,0.0,0.0,0.0,63.0,269.0,4.3,2.0,12.0,90.0,7.5,1.0,0.0,0.0,0.0,0.0,1.0,66.2,21.0,1.2,0,0,52.812,60.0,12.0,258
kendrick bourne,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,252.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,37.1,,1.0,0,0,51.870000000000005,118.0,24.0,259
trey benson,ARI,RB,0.0,0.0,0.0,0.0,99.0,436.0,4.4,3.0,18.0,129.0,7.2,1.0,0.0,0.0,0.0,0.0,1.0,41.0,23.0,1.1,0,0,51.842999999999996,61.0,13.0,260
cooper rush,BAL,QB,202.0,1.0,1.0,6.7,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.6,,1.0,0,0,51.79499999999999,40.0,8.0,261
isaac teslaa,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,312.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1.1,0,0,51.744,119.0,24.0,262
dawson knox,BUF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,237.0,10.8,2.0,0.0,0.0,0.0,0.0,1.0,37.1,,1.0,0,0,51.52,43.0,9.0,263
kalif raymond,DET,WR,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,13.0,151.0,11.6,1.0,221.0,0.0,224.0,1.0,1.0,39.5,,1.0,0,0,51.19,120.0,24.0,264
josh reynolds,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,268.0,11.7,2.0,0.0,0.0,0.0,0.0,1.0,25.4,,1.0,0,0,50.879999999999995,121.0,25.0,265
roman wilson,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,331.0,13.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.05,0,0,50.78849999999999,122.0,25.0,266
jaydon blue,DAL,RB,0.0,0.0,0.0,0.0,104.0,444.0,4.3,3.0,24.0,177.0,7.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.2,0,0,50.467999999999996,62.0,13.0,267
kenneth gainwell,PIT,RB,0.0,0.0,0.0,0.0,37.0,155.0,4.2,1.0,10.0,72.0,7.2,1.0,228.0,0.0,0.0,0.0,1.0,46.6,,1.0,0,0,49.879999999999995,63.0,13.0,268
elijah moore,BUF,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,19.0,195.0,10.3,1.0,0.0,0.0,0.0,0.0,1.0,59.9,25.0,1.0,0,0,49.12,123.0,25.0,269
robert woods,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,257.0,10.7,2.0,0.0,0.0,0.0,0.0,1.0,18.3,,1.0,0,0,48.68,124.0,25.0,270
tank dell,HOU,WR,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,11.0,139.0,12.6,1.0,0.0,0.0,20.0,0.0,1.0,89.0,25.0,1.0,0,0,48.33,125.0,25.0,271
mac jones,SF,QB,211.0,1.0,1.0,6.6,2.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.1,,1.0,0,0,48.1725,41.0,9.0,272
foster moreau,NO,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,154.0,9.6,1.0,0.0,0.0,0.0,0.0,1.0,71.3,,1.0,0,0,47.56999999999999,44.0,9.0,273
ben sinnott,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,230.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,8.8,23.0,1.1,0,0,47.564,45.0,9.0,274
chimere dike,TEN,WR,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,23.0,329.0,14.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,47.53,126.0,26.0,275
deshaun watson,CLE,QB,395.0,2.0,2.0,6.6,9.0,47.0,5.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.7,,1.0,0,0,47.21249999999999,42.0,9.0,276
raheem blackshear,CAR,RB,0.0,0.0,0.0,0.0,5.0,21.0,4.2,0.0,2.0,15.0,7.5,0.0,535.0,1.0,131.0,0.0,1.0,8.0,,1.0,0,0,46.99999999999999,64.0,13.0,277
aidan o'connell,LV,QB,222.0,1.0,1.0,6.7,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.5,,1.0,0,0,46.082499999999996,43.0,9.0,278
dont'e thornton,LV,WR,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,23.0,307.0,13.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,45.99,127.0,26.0,279
terrance ferguson,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,226.0,10.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,45.562999999999995,46.0,10.0,280
isaiah davis,NYJ,RB,0.0,0.0,0.0,0.0,65.0,280.0,4.3,2.0,9.0,65.0,7.2,0.0,191.0,0.0,0.0,0.0,1.0,36.9,23.0,1.1,0,0,45.319,65.0,13.0,281
jaxson dart,NYG,QB,822.0,5.0,4.0,6.5,17.0,70.0,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,45.1605,44.0,9.0,282
tim patrick,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,180.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,59.4,,1.0,0,0,45.12,128.0,26.0,283
will shipley,PHI,RB,0.0,0.0,0.0,0.0,64.0,282.0,4.4,2.0,13.0,95.0,7.3,1.0,145.0,0.0,0.0,0.0,1.0,11.7,22.0,1.15,0,0,45.0515,66.0,14.0,284
raheem mostert,LV,RB,0.0,0.0,0.0,0.0,79.0,333.0,4.2,2.0,12.0,86.0,7.2,1.0,41.0,0.0,0.0,0.0,1.0,51.9,,1.0,0,0,44.959999999999994,67.0,14.0,285
bhayshul tuten,JAX,RB,0.0,0.0,0.0,0.0,102.0,434.0,4.3,3.0,22.0,165.0,7.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1.1,0,0,44.465,68.0,14.0,286
tyler boyd,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,205.0,10.3,1.0,0.0,0.0,0.0,0.0,1.0,39.3,,1.0,0,0,44.339999999999996,129.0,26.0,287
zack moss,CIN,RB,0.0,0.0,0.0,0.0,55.0,229.0,4.2,2.0,14.0,96.0,6.9,1.0,0.0,0.0,0.0,0.0,1.0,58.9,,1.0,0,0,43.89,69.0,14.0,288
jaylin lane,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,275.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,43.75,130.0,26.0,289
pat bryant,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,231.0,12.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.15,0,0,43.55049999999999,131.0,27.0,290
savion williams,GB,WR,0.0,0.0,0.0,0.0,4.0,20.0,5.0,0.0,20.0,242.0,12.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1.1,0,0,43.274,132.0,27.0,291
emanuel wilson,GB,RB,0.0,0.0,0.0,0.0,50.0,215.0,4.3,2.0,10.0,74.0,7.4,0.0,0.0,0.0,0.0,0.0,1.0,85.0,,1.0,0,0,42.68,70.0,14.0,292
deejay dallas,ARI,RB,0.0,0.0,0.0,0.0,10.0,40.0,4.0,0.0,8.0,57.0,7.1,0.0,371.0,0.0,0.0,0.0,1.0,18.0,,1.0,0,0,41.96,71.0,15.0,293
alexander mattison,MIA,RB,0.0,0.0,0.0,0.0,39.0,160.0,4.1,1.0,6.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,101.4,,1.0,0,0,41.46,72.0,15.0,294
samaje perine,CIN,RB,0.0,0.0,0.0,0.0,31.0,128.0,4.1,1.0,15.0,106.0,7.1,1.0,0.0,0.0,0.0,0.0,1.0,53.4,,1.0,0,0,41.24,73.0,15.0,295
blake corum,LAR,RB,0.0,0.0,0.0,0.0,85.0,363.0,4.3,3.0,12.0,82.0,6.8,1.0,63.0,0.0,0.0,0.0,1.0,26.5,24.0,1.05,0,0,40.735,74.0,15.0,296
drew lock,SEA,QB,200.0,1.0,1.0,6.7,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.1,,1.0,0,0,40.6625,45.0,9.0,297
tyler goodson,IND,RB,0.0,0.0,0.0,0.0,24.0,103.0,4.3,1.0,12.0,86.0,7.2,0.0,196.0,0.0,0.0,0.0,1.0,33.4,,1.0,0,0,40.559999999999995,75.0,15.0,298
devin singletary,NYG,RB,0.0,0.0,0.0,0.0,53.0,223.0,4.2,2.0,10.0,72.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,75.6,,1.0,0,0,40.019999999999996,76.0,16.0,299
miles sanders,DAL,RB,0.0,0.0,0.0,0.0,64.0,270.0,4.2,2.0,15.0,110.0,7.3,1.0,0.0,0.0,0.0,0.0,1.0,53.3,28.0,0.85,0,0,39.0315,77.0,16.0,300
jordan akins,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,138.0,9.9,1.0,0.0,0.0,0.0,0.0,1.0,51.0,,1.0,0,0,38.959999999999994,47.0,10.0,301
nick chubb,HOU,RB,0.0,0.0,0.0,0.0,90.0,371.0,4.1,3.0,13.0,94.0,7.2,1.0,0.0,0.0,0.0,0.0,1.0,58.3,29.0,0.8,0,0,38.896,78.0,16.0,302
dylan sampson,CLE,RB,0.0,0.0,0.0,0.0,73.0,304.0,4.2,2.0,17.0,128.0,7.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,1.25,0,0,38.625,79.0,16.0,303
luke mccaffrey,WAS,WR,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,16.0,154.0,9.6,1.0,77.0,0.0,14.0,0.0,1.0,16.8,24.0,1.05,0,0,38.4405,133.0,27.0,304
elijah higgins,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,181.0,10.1,1.0,0.0,0.0,0.0,0.0,1.0,29.2,,1.0,0,0,38.23,48.0,10.0,305
eric gray,NYG,RB,0.0,0.0,0.0,0.0,7.0,29.0,4.1,0.0,3.0,22.0,7.3,0.0,371.0,1.0,0.0,0.0,1.0,7.3,,1.0,0,0,36.7,80.0,16.0,306
david moore,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,133.0,13.3,1.0,0.0,0.0,0.0,0.0,1.0,53.1,,1.0,0,0,36.44,134.0,27.0,307
juju smith-schuster,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,158.0,10.5,1.0,0.0,0.0,0.0,0.0,1.0,35.1,,1.0,0,0,36.29,135.0,27.0,308
mecole hardman,GB,WR,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,7.0,73.0,10.4,1.0,222.0,0.0,122.0,0.0,1.0,21.2,,1.0,0,0,36.11,136.0,28.0,309
xavier gipson,NYJ,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,6.0,62.0,10.3,0.0,351.0,0.0,221.0,1.0,1.0,8.4,,1.0,0,0,35.63,137.0,28.0,310
dj turner,FA,WR,0.0,0.0,0.0,0.0,3.0,16.0,5.3,0.0,11.0,121.0,11.0,1.0,80.0,0.0,48.0,0.0,1.0,31.1,,1.0,0,0,35.3,138.0,28.0,311
jahan dotson,PHI,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,16.0,174.0,10.9,1.0,0.0,0.0,9.0,0.0,1.0,22.9,,1.0,0,0,34.449999999999996,139.0,28.0,312
luke schoonmaker,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,150.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,30.1,,1.0,0,0,34.23,49.0,10.0,313
ty chandler,MIN,RB,0.0,0.0,0.0,0.0,30.0,130.0,4.3,1.0,8.0,58.0,7.3,0.0,212.0,0.0,0.0,0.0,1.0,22.4,,1.0,0,0,34.22,81.0,17.0,314
stone smartt,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,176.0,10.4,1.0,0.0,0.0,0.0,0.0,1.0,18.8,,1.0,0,0,34.059999999999995,50.0,10.0,315
cam akers,NO,RB,0.0,0.0,0.0,0.0,38.0,156.0,4.1,1.0,5.0,40.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,79.2,,1.0,0,0,33.86,82.0,17.0,316
tommy tremble,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,140.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,33.4,,1.0,0,0,33.81999999999999,51.0,11.0,317
van jefferson,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,128.0,10.7,1.0,0.0,0.0,0.0,0.0,1.0,39.6,,1.0,0,0,33.44,140.0,28.0,318
josh whyle,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,135.0,9.6,1.0,0.0,0.0,0.0,0.0,1.0,32.8,,1.0,0,0,33.29,52.0,11.0,319
andy dalton,CAR,QB,203.0,1.0,1.0,6.8,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,,1.0,0,0,33.23,46.0,10.0,320
tank bigsby,JAX,RB,0.0,0.0,0.0,0.0,105.0,427.0,4.1,3.0,11.0,80.0,7.3,0.0,101.0,0.0,0.0,0.0,1.0,0.0,23.0,1.1,0,0,32.907000000000004,83.0,17.0,321
josh oler,MIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,110.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,43.8,,1.0,0,0,32.739999999999995,53.0,11.0,322
tyler huntley,FA,QB,197.0,1.0,1.0,6.6,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.7,,1.0,0,0,32.5325,47.0,10.0,323
sterling shepard,TB,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,10.0,96.0,9.6,1.0,0.0,0.0,0.0,0.0,1.0,48.3,,1.0,0,0,32.41,141.0,29.0,324
kyle juszczyk,SF,RB,0.0,0.0,0.0,0.0,6.0,22.0,3.7,0.0,12.0,106.0,8.8,1.0,0.0,0.0,0.0,0.0,1.0,38.6,,1.0,0,0,32.2,84.0,17.0,325
dare ogunbowale,HOU,RB,0.0,0.0,0.0,0.0,13.0,51.0,3.9,0.0,13.0,91.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,,1.0,0,0,32.06999999999999,85.0,17.0,326
luke musgrave,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,187.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,24.0,1.05,0,0,32.06700000000001,54.0,11.0,327
colby parkinson,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,122.0,10.2,1.0,0.0,0.0,0.0,0.0,1.0,35.4,,1.0,0,0,31.759999999999998,55.0,11.0,328
darnell washington,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,142.0,10.1,1.0,0.0,0.0,0.0,0.0,1.0,26.0,,1.0,0,0,31.740000000000002,56.0,12.0,329
lil'jordan humphrey,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,126.0,10.5,1.0,0.0,0.0,0.0,0.0,1.0,33.3,,1.0,0,0,31.409999999999997,142.0,29.0,330
taysom hill,NO,TE,0.0,0.0,0.0,0.0,30.0,125.0,4.2,2.0,5.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,80.3,,1.0,0,0,31.09,57.0,12.0,331
kendre miller,NO,RB,0.0,0.0,0.0,0.0,65.0,269.0,4.1,2.0,8.0,56.0,7.0,0.0,77.0,0.0,0.0,0.0,1.0,24.1,23.0,1.1,0,0,30.854000000000003,86.0,18.0,332
jha'quan jackson,TEN,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,11.0,11.0,0.0,434.0,0.0,194.0,1.0,1.0,-3.7,,1.0,0,0,30.74,143.0,29.0,333
ja'lynn polk,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,128.0,10.7,1.0,0.0,0.0,0.0,0.0,1.0,20.7,23.0,1.1,0,0,30.547,144.0,29.0,334
grant calcaterra,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,110.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,35.8,,1.0,0,0,30.339999999999996,58.0,12.0,335
khadarel hodge,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,145.0,12.1,1.0,0.0,0.0,0.0,0.0,1.0,25.1,,1.0,0,0,30.28,145.0,29.0,336
adam trautman,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,115.0,9.6,1.0,0.0,0.0,0.0,0.0,1.0,30.8,,1.0,0,0,29.89,59.0,12.0,337
justin watson,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,111.0,13.9,1.0,0.0,0.0,0.0,0.0,1.0,40.9,,1.0,0,0,29.84,146.0,30.0,338
devin neal,NO,RB,0.0,0.0,0.0,0.0,74.0,310.0,4.2,2.0,12.0,86.0,7.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,1.2,0,0,29.744,87.0,18.0,339
jeremy mcnichols,WAS,RB,0.0,0.0,0.0,0.0,10.0,41.0,4.1,0.0,1.0,7.0,7.0,0.0,158.0,0.0,0.0,0.0,1.0,54.8,,1.0,0,0,29.689999999999998,88.0,18.0,340
cade stover,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,141.0,10.1,1.0,0.0,0.0,0.0,0.0,1.0,19.3,,1.0,0,0,29.66,60.0,12.0,341
keaton mitchell,BAL,RB,0.0,0.0,0.0,0.0,33.0,156.0,4.7,1.0,7.0,53.0,7.6,0.0,226.0,0.0,0.0,0.0,1.0,5.8,,1.0,0,0,29.470000000000002,89.0,18.0,342
emari demercado,ARI,RB,0.0,0.0,0.0,0.0,30.0,125.0,4.2,1.0,12.0,88.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,38.7,,1.0,0,0,29.17,90.0,18.0,343
jeremy ruckert,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,151.0,9.4,1.0,0.0,0.0,0.0,0.0,1.0,10.5,,1.0,0,0,29.119999999999997,61.0,13.0,344
daniel bellinger,NYG,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,141.0,9.4,1.0,0.0,0.0,0.0,0.0,1.0,12.5,,1.0,0,0,28.32,62.0,13.0,345
malik willis,GB,QB,191.0,1.0,1.0,6.6,6.0,39.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.8,,1.0,0,0,27.86,48.0,10.0,346
brock wright,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,122.0,10.2,1.0,0.0,0.0,0.0,0.0,1.0,22.0,,1.0,0,0,27.739999999999995,63.0,13.0,347
bub means,NO,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,12.0,135.0,11.3,1.0,0.0,0.0,0.0,0.0,1.0,17.8,,1.0,0,0,27.389999999999997,147.0,30.0,348
kenny mcintosh,SEA,RB,0.0,0.0,0.0,0.0,30.0,125.0,4.2,1.0,6.0,44.0,7.3,0.0,161.0,0.0,0.0,0.0,1.0,19.4,,1.0,0,0,27.369999999999997,91.0,19.0,349
arian smith,NYJ,WR,0.0,0.0,0.0,0.0,3.0,15.0,5.0,0.0,15.0,180.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,27.299999999999997,148.0,30.0,350
kenny pickett,CLE,QB,394.0,2.0,2.0,6.6,6.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.1,,1.0,0,0,27.0775,49.0,10.0,351
audric estime,DEN,RB,0.0,0.0,0.0,0.0,25.0,103.0,4.1,1.0,6.0,44.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,43.7,21.0,1.2,0,0,26.968,92.0,19.0,352
lucas krull,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,130.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,15.2,,1.0,0,0,26.959999999999997,64.0,13.0,353
gunnar helm,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,164.0,10.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,26.88,65.0,13.0,354
julian hill,MIA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,140.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,,1.0,0,0,26.799999999999997,66.0,14.0,355
kylen granson,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,123.0,10.3,1.0,0.0,0.0,0.0,0.0,1.0,18.2,,1.0,0,0,26.67,67.0,14.0,356
gus edwards,FA,RB,0.0,0.0,0.0,0.0,35.0,144.0,4.1,1.0,4.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,61.1,,1.0,0,0,26.589999999999996,93.0,19.0,357
avery williams,PHI,RB,0.0,0.0,0.0,0.0,8.0,33.0,4.1,0.0,3.0,22.0,7.3,0.0,311.0,0.0,154.0,0.0,1.0,0.0,,1.0,0,0,26.21,94.0,19.0,358
jacoby brissett,ARI,QB,201.0,1.0,1.0,6.7,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.2,,1.0,0,0,26.11,50.0,10.0,359
marcus mariota,WAS,QB,199.0,1.0,1.0,6.6,4.0,22.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.8,,1.0,0,0,25.89,51.0,11.0,360
deandre carter,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,10.0,0.0,284.0,0.0,93.0,0.0,1.0,5.2,,1.0,0,0,25.639999999999997,149.0,30.0,361
